152076 silly lifecycle babel-plugin-transform-regenerator@6.21.0~preinstall: no script for preinstall, continuing
157611 verbose linkMans enhanced-resolve@0.9.1
157612 silly build text-table@0.2.0
157613 info linkStuff text-table@0.2.0
157614 silly linkStuff text-table@0.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157615 verbose linkBins text-table@0.2.0
157616 verbose linkMans text-table@0.2.0
157617 silly build textextensions@1.0.2
157618 info linkStuff textextensions@1.0.2
157619 silly linkStuff textextensions@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157620 verbose linkBins textextensions@1.0.2
157621 verbose linkMans textextensions@1.0.2
157622 silly build istextorbinary@1.0.2
157623 info linkStuff istextorbinary@1.0.2
157624 silly linkStuff istextorbinary@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157625 verbose linkBins istextorbinary@1.0.2
157626 verbose linkMans istextorbinary@1.0.2
157627 silly build tfunk@3.0.2
157628 info linkStuff tfunk@3.0.2
157629 silly linkStuff tfunk@3.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157630 verbose linkBins tfunk@3.0.2
157631 verbose linkMans tfunk@3.0.2
157632 silly build eazy-logger@2.1.3
157633 info linkStuff eazy-logger@2.1.3
157634 silly linkStuff eazy-logger@2.1.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157635 verbose linkBins eazy-logger@2.1.3
157636 verbose linkMans eazy-logger@2.1.3
157637 silly build throttleit@1.0.0
157638 info linkStuff throttleit@1.0.0
157639 silly linkStuff throttleit@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157640 verbose linkBins throttleit@1.0.0
157641 verbose linkMans throttleit@1.0.0
157642 silly build request-progress@2.0.1
157643 info linkStuff request-progress@2.0.1
157644 silly linkStuff request-progress@2.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157645 verbose linkBins request-progress@2.0.1
157646 verbose linkMans request-progress@2.0.1
157647 silly build through@2.3.8
157648 info linkStuff through@2.3.8
157649 silly linkStuff through@2.3.8 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157650 verbose linkBins through@2.3.8
157651 verbose linkMans through@2.3.8
157652 silly build pause-stream@0.0.11
157653 info linkStuff pause-stream@0.0.11
157654 silly linkStuff pause-stream@0.0.11 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157655 verbose linkBins pause-stream@0.0.11
157656 verbose linkMans pause-stream@0.0.11
157657 silly build split@0.3.3
157658 info linkStuff split@0.3.3
157659 silly linkStuff split@0.3.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157660 verbose linkBins split@0.3.3
157661 verbose linkMans split@0.3.3
157662 silly build event-stream@3.3.2
157663 info linkStuff event-stream@3.3.2
157664 silly linkStuff event-stream@3.3.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157665 verbose linkBins event-stream@3.3.2
157666 verbose linkMans event-stream@3.3.2
157667 silly build tildify@1.2.0
157668 info linkStuff tildify@1.2.0
157669 silly linkStuff tildify@1.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157670 verbose linkBins tildify@1.2.0
157671 verbose linkMans tildify@1.2.0
157672 silly build time-stamp@1.0.1
157673 info linkStuff time-stamp@1.0.1
157674 silly linkStuff time-stamp@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157675 verbose linkBins time-stamp@1.0.1
157676 verbose linkMans time-stamp@1.0.1
157677 silly build fancy-log@1.2.0
157678 info linkStuff fancy-log@1.2.0
157679 silly linkStuff fancy-log@1.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157680 verbose linkBins fancy-log@1.2.0
157681 verbose linkMans fancy-log@1.2.0
157682 silly build timers-browserify@2.0.2
157683 info linkStuff timers-browserify@2.0.2
157684 silly linkStuff timers-browserify@2.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157685 verbose linkBins timers-browserify@2.0.2
157686 verbose linkMans timers-browserify@2.0.2
157687 silly build tmp@0.0.24
157688 info linkStuff tmp@0.0.24
157689 silly linkStuff tmp@0.0.24 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157690 verbose linkBins tmp@0.0.24
157691 verbose linkMans tmp@0.0.24
157692 silly build to-absolute-glob@0.1.1
157693 info linkStuff to-absolute-glob@0.1.1
157694 silly linkStuff to-absolute-glob@0.1.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157695 verbose linkBins to-absolute-glob@0.1.1
157696 verbose linkMans to-absolute-glob@0.1.1
157697 silly build to-array@0.1.4
157698 info linkStuff to-array@0.1.4
157699 silly linkStuff to-array@0.1.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157700 verbose linkBins to-array@0.1.4
157701 verbose linkMans to-array@0.1.4
157702 silly build to-arraybuffer@1.0.1
157703 info linkStuff to-arraybuffer@1.0.1
157704 silly linkStuff to-arraybuffer@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157705 verbose linkBins to-arraybuffer@1.0.1
157706 verbose linkMans to-arraybuffer@1.0.1
157707 silly build to-fast-properties@1.0.2
157708 info linkStuff to-fast-properties@1.0.2
157709 silly linkStuff to-fast-properties@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157710 verbose linkBins to-fast-properties@1.0.2
157711 verbose linkMans to-fast-properties@1.0.2
157712 silly build babel-types@6.21.0
157713 info linkStuff babel-types@6.21.0
157714 silly linkStuff babel-types@6.21.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157715 verbose linkBins babel-types@6.21.0
157716 verbose linkMans babel-types@6.21.0
157717 silly build babel-generator@6.21.0
157718 info linkStuff babel-generator@6.21.0
157719 silly linkStuff babel-generator@6.21.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157720 verbose linkBins babel-generator@6.21.0
157721 verbose linkMans babel-generator@6.21.0
157722 silly build babel-helper-get-function-arity@6.18.0
157723 info linkStuff babel-helper-get-function-arity@6.18.0
157724 silly linkStuff babel-helper-get-function-arity@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157725 verbose linkBins babel-helper-get-function-arity@6.18.0
157726 verbose linkMans babel-helper-get-function-arity@6.18.0
157727 silly build babel-helper-hoist-variables@6.18.0
157728 info linkStuff babel-helper-hoist-variables@6.18.0
157729 silly linkStuff babel-helper-hoist-variables@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157730 verbose linkBins babel-helper-hoist-variables@6.18.0
157731 verbose linkMans babel-helper-hoist-variables@6.18.0
157732 silly build babel-helper-optimise-call-expression@6.18.0
157733 info linkStuff babel-helper-optimise-call-expression@6.18.0
157734 silly linkStuff babel-helper-optimise-call-expression@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157735 verbose linkBins babel-helper-optimise-call-expression@6.18.0
157736 verbose linkMans babel-helper-optimise-call-expression@6.18.0
157737 silly build babel-helper-regex@6.18.0
157738 info linkStuff babel-helper-regex@6.18.0
157739 silly linkStuff babel-helper-regex@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157740 verbose linkBins babel-helper-regex@6.18.0
157741 verbose linkMans babel-helper-regex@6.18.0
157742 silly build babel-plugin-transform-es2015-unicode-regex@6.11.0
157743 info linkStuff babel-plugin-transform-es2015-unicode-regex@6.11.0
157744 silly linkStuff babel-plugin-transform-es2015-unicode-regex@6.11.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157745 verbose linkBins babel-plugin-transform-es2015-unicode-regex@6.11.0
157746 verbose linkMans babel-plugin-transform-es2015-unicode-regex@6.11.0
157747 silly build babel-plugin-transform-es2015-duplicate-keys@6.8.0
157748 info linkStuff babel-plugin-transform-es2015-duplicate-keys@6.8.0
157749 silly linkStuff babel-plugin-transform-es2015-duplicate-keys@6.8.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157750 verbose linkBins babel-plugin-transform-es2015-duplicate-keys@6.8.0
157751 verbose linkMans babel-plugin-transform-es2015-duplicate-keys@6.8.0
157752 silly build babel-plugin-transform-es2015-shorthand-properties@6.18.0
157753 info linkStuff babel-plugin-transform-es2015-shorthand-properties@6.18.0
157754 silly linkStuff babel-plugin-transform-es2015-shorthand-properties@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157755 verbose linkBins babel-plugin-transform-es2015-shorthand-properties@6.18.0
157756 verbose linkMans babel-plugin-transform-es2015-shorthand-properties@6.18.0
157757 silly build babel-plugin-transform-es2015-sticky-regex@6.8.0
157758 info linkStuff babel-plugin-transform-es2015-sticky-regex@6.8.0
157759 silly linkStuff babel-plugin-transform-es2015-sticky-regex@6.8.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157760 verbose linkBins babel-plugin-transform-es2015-sticky-regex@6.8.0
157761 verbose linkMans babel-plugin-transform-es2015-sticky-regex@6.8.0
157762 silly build babel-plugin-transform-strict-mode@6.18.0
157763 info linkStuff babel-plugin-transform-strict-mode@6.18.0
157764 silly linkStuff babel-plugin-transform-strict-mode@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157765 verbose linkBins babel-plugin-transform-strict-mode@6.18.0
157766 verbose linkMans babel-plugin-transform-strict-mode@6.18.0
157767 silly build babel-traverse@6.21.0
157768 info linkStuff babel-traverse@6.21.0
157769 silly linkStuff babel-traverse@6.21.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157770 verbose linkBins babel-traverse@6.21.0
157771 verbose linkMans babel-traverse@6.21.0
157772 silly build babel-helper-call-delegate@6.18.0
157773 info linkStuff babel-helper-call-delegate@6.18.0
157774 silly linkStuff babel-helper-call-delegate@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157775 verbose linkBins babel-helper-call-delegate@6.18.0
157776 verbose linkMans babel-helper-call-delegate@6.18.0
157777 silly build babel-template@6.16.0
157778 info linkStuff babel-template@6.16.0
157779 silly linkStuff babel-template@6.16.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157780 verbose linkBins babel-template@6.16.0
157781 verbose linkMans babel-template@6.16.0
157782 silly build babel-helper-function-name@6.18.0
157783 info linkStuff babel-helper-function-name@6.18.0
157784 silly linkStuff babel-helper-function-name@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157785 verbose linkBins babel-helper-function-name@6.18.0
157786 verbose linkMans babel-helper-function-name@6.18.0
157787 silly build babel-helper-define-map@6.18.0
157788 info linkStuff babel-helper-define-map@6.18.0
157789 silly linkStuff babel-helper-define-map@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157790 verbose linkBins babel-helper-define-map@6.18.0
157791 verbose linkMans babel-helper-define-map@6.18.0
157792 silly build babel-plugin-transform-es2015-function-name@6.9.0
157793 info linkStuff babel-plugin-transform-es2015-function-name@6.9.0
157794 silly linkStuff babel-plugin-transform-es2015-function-name@6.9.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157795 verbose linkBins babel-plugin-transform-es2015-function-name@6.9.0
157796 verbose linkMans babel-plugin-transform-es2015-function-name@6.9.0
157797 silly build babel-helper-replace-supers@6.18.0
157798 info linkStuff babel-helper-replace-supers@6.18.0
157799 silly linkStuff babel-helper-replace-supers@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157800 verbose linkBins babel-helper-replace-supers@6.18.0
157801 verbose linkMans babel-helper-replace-supers@6.18.0
157802 silly build babel-plugin-transform-es2015-object-super@6.8.0
157803 info linkStuff babel-plugin-transform-es2015-object-super@6.8.0
157804 silly linkStuff babel-plugin-transform-es2015-object-super@6.8.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157805 verbose linkBins babel-plugin-transform-es2015-object-super@6.8.0
157806 verbose linkMans babel-plugin-transform-es2015-object-super@6.8.0
157807 silly build babel-helpers@6.16.0
157808 info linkStuff babel-helpers@6.16.0
157809 silly linkStuff babel-helpers@6.16.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157810 verbose linkBins babel-helpers@6.16.0
157811 verbose linkMans babel-helpers@6.16.0
157812 silly build babel-plugin-transform-es2015-block-scoping@6.21.0
157813 info linkStuff babel-plugin-transform-es2015-block-scoping@6.21.0
157814 silly linkStuff babel-plugin-transform-es2015-block-scoping@6.21.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157815 verbose linkBins babel-plugin-transform-es2015-block-scoping@6.21.0
157816 verbose linkMans babel-plugin-transform-es2015-block-scoping@6.21.0
157817 silly build babel-plugin-transform-es2015-classes@6.18.0
157818 info linkStuff babel-plugin-transform-es2015-classes@6.18.0
157819 silly linkStuff babel-plugin-transform-es2015-classes@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157820 verbose linkBins babel-plugin-transform-es2015-classes@6.18.0
157821 verbose linkMans babel-plugin-transform-es2015-classes@6.18.0
157822 silly build babel-plugin-transform-es2015-computed-properties@6.8.0
157823 info linkStuff babel-plugin-transform-es2015-computed-properties@6.8.0
157824 silly linkStuff babel-plugin-transform-es2015-computed-properties@6.8.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157825 verbose linkBins babel-plugin-transform-es2015-computed-properties@6.8.0
157826 verbose linkMans babel-plugin-transform-es2015-computed-properties@6.8.0
157827 silly build babel-plugin-transform-es2015-modules-commonjs@6.18.0
157828 info linkStuff babel-plugin-transform-es2015-modules-commonjs@6.18.0
157829 silly linkStuff babel-plugin-transform-es2015-modules-commonjs@6.18.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157830 verbose linkBins babel-plugin-transform-es2015-modules-commonjs@6.18.0
157831 verbose linkMans babel-plugin-transform-es2015-modules-commonjs@6.18.0
